target_word,PoS,example_1,example_2,index1,index2,label
weakness,N,The weakness of the dollar against the yen .,"In a small number of horses , muscle weakness may progress to paralysis .",1,8,T
have,V,What do we have here ?,"Have , throw , or make a party .",3,0,F
line,N,A shared line .,"Please speak up , the line is very faint .",2,5,T
hit,V,He tries to hit on women in bars .,He hit a home run .,3,1,F
silence,N,He needed silence in order to sleep .,He gestured for silence .,2,3,F
carry,V,Marsupials carry their young in a pouch .,The senator carried his home state .,1,2,F
give,V,Do n't give the child this tough meat .,Can I give you my keys while I go in the pool ?,2,2,F
slip,N,He blamed his slip on the ice .,The jolt caused many slips and a few spills .,3,4,T
death,N,The death of my grandmother saddened the whole family .,Her death came as a terrible shock .,1,1,T
stay,V,Stay alone .,I can only stay for an hour .,0,3,T
wall,N,A wall of prejudice .,A wall of smoke .,1,1,T
whole,N,The whole of American literature .,Europe considered as a whole .,1,4,T
escape,N,He made his escape from the mental hospital .,The prisoners made their escape by digging a tunnel .,3,4,T
get,V,Get someone mad .,He got AIDS .,0,1,F
check,V,Check the brakes .,Check out the engine .,0,0,T
history,N,All of human history .,The dawn of recorded history .,3,4,F
raise,V,To raise your walking stick to defend yourself .,Raise a shout .,1,0,F
admit,V,To admit evidence in the trial of a cause .,We can not admit non-members into our club building .,1,3,T
look,V,You do n't look your age !,This project looks fishy .,3,2,F
title,N,He held the title for two years .,He had no documents confirming his title to his father 's estate .,3,6,F
empathize,V,You really have to empathize .,You really have to empathize with them .,4,4,T
side,N,It brought out his better side .,The patient was bleeding on the right side .,5,7,F
come,V,Your wish will come true .,Their anger came to a boil .,3,2,T
distress,N,A ship in distress .,She was the classic maiden in distress .,3,6,T
case,N,The accusative case canonically indicates a direct object .,A case of the jitters .,2,1,F
depth,N,The depth of the water .,From the depths of darkest Africa .,1,2,F
see,V,I can see a risk in this strategy .,I ca n't see him on horseback !,2,3,T
sophisticate,V,To sophisticate the understanding . — Southey .,To sophisticate wine . — Howell .,1,1,F
shoulder,N,The car pulled off onto the shoulder .,He stopped the car on the shoulder of the highway to change the flat tire .,6,6,T
go,V,The washing machine wo n't go unless it 's plugged in .,The day went well until I got your call .,5,2,F
make,V,You have to spend money to make money !,"She makes more than he does , and works longer hours than he does , but she still does most of the house-cleaning .",6,1,T
get,V,We 'll get them !,Did you get it ?,2,2,F
stretch,V,Stretch the imagination .,I always stretch my muscles before exercising .,0,2,F
move,V,The chairman of the company told the salesmen to move the computers .,She moves in certain circles only .,9,1,F
slot,N,He followed the deer 's slot over the soft turf to the edge of the trees .,The PC had three slots for additional memory .,5,4,F
luck,N,The luck of the Irish .,They say luck is a lady .,1,2,F
fall,V,Fall into a trap .,Fall prey to an imposter .,0,0,T
step,V,To step to one of the neighbors .,Step off ten yards .,1,0,F
touch,V,He could not touch the meaning of the poem .,"They stood next to each other , their shoulders touching .",3,9,F
stick,V,Stick your thumb in the crack .,She sticks to her principles .,0,1,F
impact,N,His friend 's opinion had an impact on his decision .,Our choice of concrete will have a tremendous impact on the building 's mechanical performance .,6,8,T
chain,N,The third link of the silver chain needs to be resoldered .,This led to an unfortunate chain of events .,6,5,T
time,N,The time of year for planting .,He waited a long time .,1,4,T
carry,V,You must carry your camping gear .,Carry the suitcases to the car .,2,0,T
tension,N,The direction of maximum tension moves asymptotically toward the direction of the shear .,There is a tension between these approaches to understanding history .,4,3,F
umbrella,N,The Democratic Party is an umbrella for many liberal groups .,Under the umbrella of capitalism .,5,2,T
fringe,N,The fringe of a picture .,Interference fringe .,1,1,F
disband,V,The president wanted to disband the scandal-plagued agency .,The principal disbanded the political student organization .,4,2,T
draw,V,I draw a line here .,Draw parallels .,1,0,T
suffer,V,"If you keep partying like this , your school-work will suffer .",Many saints suffered martyrdom .,10,2,F
finish,N,It was a fight to the finish .,Booze will be the finish of him .,6,4,T
rest,N,I need to get a good rest tonight ; I was up late last night .,The gun was steadied on a special rest .,6,7,F
sign,N,The hunters found deer sign at the end of the trail .,Their angry expressions were a clear sign they did n't want to talk .,4,6,T
foot,N,The swiftest of foot .,He followed on foot .,3,3,T
develop,V,We must develop more potential customers .,We develop the leaders for the future .,2,1,F
key,N,Some students had stolen the key to the final exam .,Some students cheated by using the answer key .,5,7,T
move,V,To move in a matter .,"Come on guys , let 's move : there 's work to do !",1,6,T
block,V,Block a muscle .,Block a nerve .,0,0,T
shot,N,He is still recovering from a shot to his leg .,I caught him with a solid shot to the chin .,6,6,T
mechanism,N,The mechanism of the ear .,The mechanism of infection .,1,1,T
leave,N,Might I beg leave to accompany you ?,"The applicant now seeks leave to appeal and , if leave be granted , to appeal against these sentences .",3,4,T
bed,N,My cat often sleeps on my bed .,He worked in the coal beds .,6,5,F
plagiarism,N,"Even if it 's not illegal , plagiarism is usually frowned upon .","Copy from one , it 's plagiarism . Copy from two , it 's research .",7,6,T
refine,V,Refine paper stock .,Refine pig iron .,0,0,T
cut,V,Cut a Ping-Pong ball .,Cut paper dolls .,0,0,F
empathize,V,You really have to empathize .,You 've really got to empathize with what they want .,4,5,T
time,N,The time is 10 o'clock .,Do you know what time it is ?,1,4,T
missus,N,Harry said he could n't stop and chat because his missus wanted to go shopping .,The missus has a list of chores for me to do this weekend .,10,1,T
pay,V,Crime does n't pay .,To pay attention .,3,1,F
make,V,Make a decision .,Make a move .,0,0,T
treasure,N,The pirates hid their treasure on a small island in the West Indies .,The trunk held all her meager treasures .,4,6,F
tab,N,Pull the tab to open the can .,The collar has a tab with a button hole .,2,4,T
question,N,His claim to the property has come under question .,The question of seniority will be discussed at the meeting .,8,1,F
space,N,They tested his ability to locate objects in space .,Functional analysis is best approached through a sound knowledge of Hilbert space theory .,8,11,T
drop,N,He had a drop too much to drink .,There is not a drop of pity in that man .,3,4,T
production,N,She tends to make a big production out of nothing .,They hope to increase spaghetti production next year .,6,5,F
catch,V,I have to catch a train at 7 o'clock .,Catch one 's breath .,3,0,F
come,V,Come into the room .,He came from France .,0,1,T
crack,V,Crack a joke .,The performance was fine until he cracked that dead baby joke .,0,6,T
light,N,Do you have a light ?,"Hey , buddy , you got a light ?",4,7,T
drill,V,Drill a hole into the wall .,Drill for oil .,0,0,T
light,N,He finally saw the light .,He stepped into the light .,4,4,F
mount,V,Mount an attack .,Mount a theater production .,0,0,T
pull,V,You 'll be sent home if you pull another stunt like that .,I pulled a muscle in my leg when I jumped up .,7,1,F
make,V,They hope to make a bigger profit .,She made ten points in that game .,3,1,T
variant,N,"The word "" kerosine "" is a variant of “ kerosene ” .",All breeds of dog are variants of the species “ Canis lupus familiaris ” .,7,5,T
work,V,He could not work the math problem .,Work out your problems with the boss .,3,0,T
presence,N,"I 'm convinced that there was a presence in that building that I ca n't explain , which led to my heroic actions .",Any painter can benefit from the presence of a live model from which to draw .,7,6,F
ulteriority,N,A terrible feeling of ulteriority .,Their conversation was limited to ulteriorities .,4,5,T
circulation,N,A fan aids air circulation .,Ocean circulation is an important part of global climate .,4,1,T
break,N,He finally got his big break .,It was presented without commercial breaks .,5,5,F
life,N,He wanted to live his own life without interference from others .,The life of this milk carton may be thousands of years in this landfill .,6,1,F
roll,V,Roll out the paper .,She rolled the ball .,0,1,F
get,V,Get an idea .,Get nauseous .,0,0,T
pull,V,Pull weeds .,He pulled out his gun before she had a chance to scream .,0,1,T
beat,V,The grandfather clock beat midnight .,Beat swords into ploughshares .,3,0,F
court,N,The court is now in session .,The girls were playing in the court .,1,6,F
raise,V,To raise Sandy Hook light .,Raise the specter of unemployment .,1,0,F
land,N,The plane turned away from the sea and moved back over land .,They come from a faraway land .,11,5,T
hinge,N,His absence is the hinge of our plan .,This argument was the hinge on which the question turned .,4,4,T
lie,V,Do n't lie to your parents .,The book lies on the table .,2,2,F
mean,V,I 'm afraid I do n't understand what you mean .,The sky is red this morning — does that mean we 're in for a storm ?,9,9,T
tab,N,The collar has a tab with a button hole .,The filing cards were organized by cards having indexed tabs .,4,9,T
lyric,N,The lyric in line 3 does n't rhyme .,The lyrics were written by the composer .,1,1,T
light,N,He stepped into the light .,It brought the scandal to light .,4,5,F
begin,V,Begin a new chapter in your life .,Begin a cigar .,0,0,F
period,N,Hastened the period of time of his recovery .,In England they call a period a stop .,2,5,F
head,N,The head of the page .,The head of the list .,1,1,T
discover,V,"The story is false , so far as I can discover .",I discovered how to do it .,10,1,T
hold,V,Hold these truths to be self-evident .,Hold the bridge against the enemy 's attacks .,0,0,F
source,N,Pittsburgh is the source of the Ohio River .,He spent hours looking for the source of that quotation .,3,6,F
